1	1.10425	0.453506	0.0203349	0.821126
2	1.08506	0.458586	0.0421161	0.803167
3	1.07833	0.475877	0.0516218	0.795618
4	1.07086	0.492099	0.0567569	0.787743
5	1.06402	0.506105	0.0609105	0.780589
6	1.05788	0.518157	0.0641181	0.77421
7	1.05238	0.528664	0.0665267	0.768518
8	1.0474	0.537961	0.0683385	0.763392
9	1.04286	0.546305	0.0696954	0.758725
10	1.03867	0.553893	0.0706993	0.754435
11	1.03477	0.560869	0.0714225	0.750453
12	1.03112	0.567341	0.0719165	0.746732
13	1.02768	0.573394	0.0722197	0.743229
14	1.02442	0.57909	0.0723609	0.739913
15	1.02131	0.584475	0.0723613	0.736759
16	1.01834	0.589596	0.0722371	0.733752
17	1.0155	0.59448	0.0720038	0.73087
18	1.01275	0.599154	0.0716735	0.728101
19	1.01011	0.603642	0.0712509	0.725435
20	1.00756	0.607965	0.0707446	0.72286
21	1.00508	0.612137	0.0701628	0.720365
22	1.00267	0.616176	0.0695084	0.717944
23	1.00033	0.620097	0.0687853	0.715587
24	0.998031	0.62391	0.0679942	0.713287
25	0.995788	0.627632	0.0671357	0.71104
26	0.993586	0.631272	0.0662114	0.708837
27	0.991417	0.63484	0.0652185	0.70667
28	0.989278	0.638346	0.0641536	0.704536
29	0.987166	0.641801	0.0630149	0.70243
30	0.985071	0.645213	0.0617991	0.700344
31	0.982988	0.648589	0.0604993	0.698274
32	0.980917	0.651935	0.0591071	0.696217
33	0.978852	0.655258	0.0576155	0.694169
34	0.97679	0.658561	0.0560155	0.692128
35	0.974728	0.66185	0.0543	0.690088
36	0.972665	0.665123	0.0524547	0.688052
37	0.970604	0.66838	0.0504685	0.686018
38	0.968542	0.671621	0.0483311	0.683987
39	0.966483	0.674836	0.046028	0.681964
40	0.964438	0.678019	0.0435446	0.679955
41	0.962407	0.681159	0.0408661	0.677963
42	0.960403	0.684241	0.0379797	0.676001
43	0.958436	0.687244	0.0348704	0.674079
44	0.956521	0.69015	0.0315207	0.672212
45	0.954676	0.69293	0.0279164	0.670415
46	0.952915	0.695559	0.024041	0.668706
47	0.951259	0.698005	0.0198808	0.667102
48	0.949731	0.700234	0.0154225	0.665626
49	0.948348	0.702211	0.0106518	0.664296
50	0.94713	0.703897	0.00555425	0.663131
51	0.946102	0.705248	0.000118033	0.662157
52	0.945287	0.70622	-0.00566779	0.661394
53	0.944716	0.70676	-0.0118172	0.660873
54	0.944414	0.706816	-0.0183396	0.66062
55	0.944414	0.706321	-0.0252462	0.660667
56	0.944755	0.705206	-0.032548	0.661054
57	0.945477	0.703395	-0.0402519	0.661818
58	0.946622	0.700797	-0.04837	0.663005
59	0.948237	0.697313	-0.0569089	0.664661
60	0.950377	0.692837	-0.0658771	0.666842
61	0.953097	0.687242	-0.0752796	0.669605
62	0.956458	0.680383	-0.085121	0.673014
63	0.960529	0.67209	-0.0954006	0.677142
64	0.965394	0.662163	-0.106117	0.682078
65	0.971141	0.650354	-0.117252	0.68792
66	0.977888	0.636362	-0.128772	0.694791
67	0.985765	0.619819	-0.140611	0.702837
68	0.994932	0.600265	-0.152653	0.712233
69	1.00557	0.577128	-0.164696	0.723189
